year,player,team,pos,position_group,minutes_per_game,points_per_game,points_per_36,fga_per_game,efg_pct,assists_per_36,rebounds_per_36,stocks_per_36,turnovers_per_36,role_category_count,win_pct,team_success_bucket,profile_group,efficient_lower_shot_label,defensive_event_profile
2010,A.J. Price,IND,PG,Guard,15.4,7.3,17.065,6.3,0.494,4.442,3.74,1.636,2.571,3,0.39,Low-winning teams,Mixed profile,Other core player,Other core player
2010,Aaron Brooks,HOU,PG,Guard,35.6,19.6,19.82,16.2,0.511,5.36,2.629,1.011,2.831,2,0.512,Middle-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Al Harrington,NYK,PF,Big,30.5,17.7,20.892,14.3,0.503,1.77,6.61,1.534,2.125,2,0.354,Low-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Al Horford,ATL,C,Big,35.1,14.2,14.564,10.5,0.552,2.359,10.154,1.846,1.538,4,0.646,High-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,Al Jefferson,MIN,C,Big,32.4,17.1,19.0,14.8,0.498,2.0,10.333,2.333,2.0,3,0.183,Low-winning teams,Mixed profile,Other core player,Top steals + blocks + top scorer
2010,Al Thornton,WAS,SF,Wing,27.7,10.7,13.906,9.0,0.482,1.56,5.069,1.43,1.819,1,0.317,Low-winning teams,Narrow profile,Other core player,Other core player
2010,Allen Iverson,PHI,SG-PG,Guard,30.9,13.8,16.078,11.3,0.445,4.66,3.262,0.932,2.68,2,0.329,Low-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Amar'e Stoudemire,PHO,PF,Big,34.6,23.1,24.035,15.4,0.557,1.04,9.26,1.665,2.705,4,0.659,High-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,Amir Johnson,TOR,PF,Big,17.7,6.2,12.61,4.1,0.623,1.22,9.763,2.644,1.627,3,0.488,Middle-winning teams,Mixed profile,Efficient lower-shot player,"Top steals + blocks, not top scorer"
2010,Anderson Varejao,CLE,PF,Big,28.5,8.6,10.863,6.1,0.573,1.389,9.6,2.274,1.137,4,0.744,High-winning teams,Balanced profile,Efficient lower-shot player,Other core player
2010,Andray Blatche,WAS,PF,Big,27.9,14.1,18.194,12.3,0.485,2.71,8.129,2.452,2.839,5,0.317,Low-winning teams,Balanced profile,Other core player,Top steals + blocks + top scorer
2010,Andre Iguodala,PHI,SF,Wing,38.9,17.1,15.825,13.7,0.485,5.368,6.015,2.221,2.499,5,0.329,Low-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,Andre Miller,POR,PG,Guard,30.5,14.0,16.525,11.1,0.454,6.374,3.777,1.416,2.479,3,0.61,High-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Andrei Kirilenko,UTA,SF,Wing,29.0,11.9,14.772,8.3,0.533,3.352,5.71,3.228,1.738,6,0.646,High-winning teams,Balanced profile,Other core player,"Top steals + blocks, not top scorer"
2010,Andres Nocioni,SAC,SF,Wing,19.7,8.5,15.533,7.8,0.48,1.827,5.482,1.279,1.645,2,0.305,Low-winning teams,Mixed profile,Other core player,Other core player
2010,Andrew Bogut,MIL,C,Big,32.3,15.9,17.721,13.2,0.52,2.006,11.368,3.455,2.118,4,0.561,Middle-winning teams,Balanced profile,Other core player,Top steals + blocks + top scorer
2010,Andrew Bynum,LAL,C,Big,30.4,15.0,17.763,10.6,0.57,1.184,9.829,2.25,2.132,4,0.695,High-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,Andris Biedrins,GSW,C,Big,23.1,5.0,7.792,4.2,0.591,2.649,12.156,2.961,1.558,4,0.317,Low-winning teams,Balanced profile,Efficient lower-shot player,"Top steals + blocks, not top scorer"
2010,Antawn Jamison,CLE,PF,Big,36.5,18.7,18.444,15.7,0.502,1.282,8.285,1.381,1.381,3,0.744,High-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Anthony Carter,DEN,PG,Guard,15.9,3.3,7.472,3.4,0.467,6.792,3.623,2.038,2.491,2,0.646,High-winning teams,Mixed profile,Other core player,Other core player
2010,Anthony Johnson,ORL,PG,Guard,13.1,4.2,11.542,3.6,0.5,5.496,4.122,1.099,2.198,2,0.72,High-winning teams,Mixed profile,Other core player,Other core player
2010,Anthony Morrow,GSW,SG,Guard,29.2,13.0,16.027,10.2,0.568,1.849,4.685,1.356,1.479,3,0.317,Low-winning teams,Mixed profile,Other core player,Other core player
2010,Anthony Parker,CLE,SG,Guard,28.3,7.3,9.286,5.9,0.547,2.417,3.689,1.272,1.145,1,0.744,High-winning teams,Narrow profile,Efficient lower-shot player,Other core player
2010,Anthony Randolph,GSW,C,Big,22.7,11.6,18.396,9.4,0.445,2.062,10.308,3.648,2.379,4,0.317,Low-winning teams,Balanced profile,Other core player,"Top steals + blocks, not top scorer"
2010,Anthony Tolliver,GSW,PF,Big,31.0,11.7,13.587,9.8,0.486,2.206,8.129,1.626,1.161,2,0.317,Low-winning teams,Mixed profile,Other core player,Other core player
2010,Antoine Wright,TOR,SF,Wing,20.8,6.5,11.25,6.0,0.479,1.904,4.846,1.038,1.558,0,0.488,Middle-winning teams,Narrow profile,Other core player,Other core player
2010,Antonio McDyess,SAS,PF,Big,21.0,5.8,9.943,5.6,0.479,1.886,10.114,1.714,1.714,2,0.61,High-winning teams,Mixed profile,Other core player,Other core player
2010,Arron Afflalo,DEN,SG,Guard,27.1,8.8,11.69,7.1,0.557,2.258,4.118,1.328,1.196,1,0.646,High-winning teams,Narrow profile,Efficient lower-shot player,Other core player
2010,Austin Daye,DET,SF,Wing,13.3,5.1,13.805,4.3,0.514,1.353,6.767,2.165,1.895,4,0.329,Low-winning teams,Balanced profile,Efficient lower-shot player,Other core player
2010,Baron Davis,LAC,PG,Guard,33.6,15.3,16.393,13.5,0.446,8.571,3.75,2.464,3.0,4,0.354,Low-winning teams,Balanced profile,Other core player,Top steals + blocks + top scorer
2010,Ben Gordon,DET,SG,Guard,27.9,13.8,17.806,11.3,0.47,3.484,2.452,1.161,2.452,2,0.329,Low-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Ben Wallace,DET,C,Big,28.6,5.5,6.923,4.2,0.541,1.888,10.951,3.021,1.133,4,0.329,Low-winning teams,Balanced profile,Efficient lower-shot player,"Top steals + blocks, not top scorer"
2010,Beno Udrih,SAC,PG,Guard,31.4,12.9,14.79,10.6,0.538,5.389,3.21,1.376,1.949,4,0.305,Low-winning teams,Balanced profile,Other core player,Other core player
2010,Bobby Brown,LAC,PG,Guard,11.5,4.8,15.026,5.3,0.426,6.261,2.504,0.939,3.13,2,0.354,Low-winning teams,Mixed profile,Other core player,Other core player
2010,Bobby Simmons,NJN,PF,Big,17.2,5.3,11.093,5.1,0.444,1.465,5.651,1.674,1.674,1,0.146,Low-winning teams,Narrow profile,Other core player,Other core player
2010,Boris Diaw,CHA,PF,Big,35.4,11.3,11.492,9.4,0.525,4.068,5.288,1.424,2.237,3,0.537,Middle-winning teams,Mixed profile,Other core player,Other core player
2010,Brad Miller,CHI,C,Big,23.8,8.8,13.311,7.1,0.462,2.874,7.412,1.361,1.966,3,0.5,Middle-winning teams,Mixed profile,Other core player,Other core player
2010,Brandon Bass,ORL,PF,Big,13.0,5.8,16.062,4.7,0.511,1.108,6.923,1.938,1.662,3,0.72,High-winning teams,Mixed profile,Other core player,Other core player
2010,Brandon Jennings,MIL,PG,Guard,32.6,15.5,17.117,14.8,0.431,6.294,3.755,1.656,2.65,3,0.561,Middle-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Brandon Roy,POR,SG,Guard,37.2,21.5,20.806,16.0,0.508,4.548,4.258,1.065,1.935,2,0.61,High-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Brandon Rush,IND,SG,Guard,30.4,9.4,11.132,8.6,0.511,1.658,4.974,1.776,1.303,1,0.39,Low-winning teams,Narrow profile,Other core player,Other core player
2010,Brendan Haywood,DAL,C,Big,30.6,9.1,10.706,6.4,0.562,0.706,10.941,2.824,1.529,3,0.671,High-winning teams,Mixed profile,Efficient lower-shot player,"Top steals + blocks, not top scorer"
2010,Brook Lopez,NJN,C,Big,36.9,18.8,18.341,13.8,0.499,2.244,8.39,2.341,2.439,3,0.146,Low-winning teams,Mixed profile,Other core player,Top steals + blocks + top scorer
2010,C.J. Miles,UTA,SF,Wing,23.8,9.9,14.975,8.9,0.495,2.571,4.084,1.815,1.966,2,0.646,High-winning teams,Mixed profile,Other core player,Other core player
2010,C.J. Watson,GSW,PG,Guard,27.5,10.3,13.484,8.1,0.51,3.665,3.404,2.225,1.44,2,0.317,Low-winning teams,Mixed profile,Other core player,Other core player
2010,Carl Landry,SAC,PF,Big,30.9,16.8,19.573,11.6,0.537,0.932,6.874,1.748,1.981,4,0.305,Low-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,Carlos Arroyo,MIA,PG,Guard,22.0,6.1,9.982,5.2,0.484,5.073,2.945,0.982,1.309,1,0.573,Middle-winning teams,Narrow profile,Other core player,Other core player
2010,Carlos Boozer,UTA,PF,Big,34.3,19.5,20.466,14.1,0.562,3.359,11.755,1.679,2.834,5,0.646,High-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,Carlos Delfino,MIL,SF,Wing,30.4,11.0,13.026,9.8,0.5,3.197,6.276,1.658,1.895,3,0.561,Middle-winning teams,Mixed profile,Other core player,Other core player
2010,Carmelo Anthony,DEN,SF,Wing,38.2,28.2,26.576,21.8,0.478,3.016,6.22,1.602,2.827,4,0.646,High-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,Caron Butler,DAL,SF-SG,Guard,37.6,16.3,15.606,14.2,0.448,2.011,5.936,1.819,2.106,3,0.671,High-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Channing Frye,PHO,C,Big,27.0,11.2,14.933,8.7,0.573,1.867,7.067,2.267,1.2,4,0.659,High-winning teams,Balanced profile,Other core player,Other core player
2010,Charlie Bell,MIL,SG,Guard,22.7,6.5,10.308,6.2,0.464,2.379,3.013,1.11,1.269,0,0.561,Middle-winning teams,Narrow profile,Other core player,Other core player
2010,Charlie Villanueva,DET,PF,Big,23.7,11.9,18.076,10.6,0.499,1.063,7.139,1.975,1.367,3,0.329,Low-winning teams,Mixed profile,Other core player,Other core player
2010,Chase Budinger,HOU,SF,Wing,20.1,8.9,15.94,7.6,0.522,2.149,5.373,1.075,1.075,2,0.512,Middle-winning teams,Mixed profile,Other core player,Other core player
2010,Chauncey Billups,DEN,PG,Guard,34.1,19.5,20.587,13.2,0.499,5.912,3.273,1.267,2.534,3,0.646,High-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Chris Andersen,DEN,PF,Big,22.3,5.9,9.525,3.3,0.566,0.646,10.332,4.036,1.291,3,0.646,High-winning teams,Mixed profile,Efficient lower-shot player,"Top steals + blocks, not top scorer"
2010,Chris Bosh,TOR,C,Big,36.1,24.0,23.934,16.5,0.522,2.393,10.77,1.596,2.393,4,0.488,Middle-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,Chris Douglas-Roberts,NJN,SF,Wing,25.8,9.8,13.674,8.6,0.457,1.953,4.186,1.535,1.953,1,0.146,Low-winning teams,Narrow profile,Other core player,Other core player
2010,Chris Duhon,NYK,PG,Guard,30.9,7.4,8.621,6.7,0.472,6.524,3.146,1.049,1.864,1,0.354,Low-winning teams,Narrow profile,Other core player,Other core player
2010,Chris Hunter,GSW,C,Big,13.1,4.5,12.366,3.6,0.502,1.649,7.695,2.198,1.374,2,0.317,Low-winning teams,Mixed profile,Other core player,Other core player
2010,Chris Kaman,LAC,C,Big,34.3,18.5,19.417,15.8,0.49,1.679,9.761,1.784,3.044,3,0.354,Low-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Chris Paul,NOH,PG,Guard,38.0,18.7,17.716,14.2,0.534,10.137,3.979,2.179,2.368,4,0.451,Middle-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,Chris Wilcox,DET,PF,Big,13.0,4.5,12.462,3.5,0.525,1.108,9.415,2.215,3.046,4,0.329,Low-winning teams,Balanced profile,Efficient lower-shot player,Other core player
2010,Chuck Hayes,HOU,C,Big,21.6,4.4,7.333,4.0,0.489,2.833,9.5,2.333,1.5,4,0.512,Middle-winning teams,Balanced profile,Other core player,"Top steals + blocks, not top scorer"
2010,Corey Brewer,MIN,SG,Guard,30.3,13.0,15.446,11.6,0.474,2.851,4.04,2.139,2.376,3,0.183,Low-winning teams,Mixed profile,Other core player,Other core player
2010,Corey Maggette,GSW,PF,Big,29.7,19.8,24.0,12.7,0.523,3.03,6.424,0.97,2.909,4,0.317,Low-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,Courtney Lee,NJN,SG,Guard,33.5,12.5,13.433,10.9,0.485,1.827,3.761,1.719,1.182,1,0.146,Low-winning teams,Narrow profile,Other core player,Other core player
2010,Craig Smith,LAC,PF,Big,16.4,7.8,17.122,5.3,0.571,2.415,8.341,1.537,2.634,4,0.354,Low-winning teams,Balanced profile,Efficient lower-shot player,Other core player
2010,Daequan Cook,MIA,SG,Guard,15.4,5.0,11.688,5.6,0.399,2.338,4.208,1.169,1.169,0,0.573,Middle-winning teams,Narrow profile,Other core player,Other core player
2010,Dahntay Jones,IND,SF,Wing,24.9,10.2,14.747,8.2,0.464,2.892,4.337,1.446,2.458,3,0.39,Low-winning teams,Mixed profile,Other core player,Other core player
2010,Damien Wilkins,MIN,SF,Wing,19.8,5.6,10.182,4.8,0.457,3.091,5.636,2.0,1.818,3,0.183,Low-winning teams,Mixed profile,Other core player,Other core player
2010,Daniel Gibson,CLE,PG,Guard,19.1,6.3,11.874,4.8,0.599,2.45,2.45,0.942,1.131,1,0.744,High-winning teams,Narrow profile,Efficient lower-shot player,Other core player
2010,Danilo Gallinari,NYK,SF,Wing,33.9,15.1,16.035,11.4,0.523,1.805,5.204,1.699,1.487,3,0.354,Low-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Danny Granger,IND,SF,Wing,36.7,24.1,23.64,18.4,0.498,2.747,5.395,2.256,2.452,4,0.39,Low-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,Dante Cunningham,POR,PF,Big,11.2,3.9,12.536,3.4,0.495,0.643,8.036,2.25,0.643,3,0.61,High-winning teams,Mixed profile,Other core player,Other core player
2010,Darius Songaila,NOH,C,Big,18.8,7.2,13.787,6.5,0.495,1.723,5.936,1.915,2.106,2,0.451,Middle-winning teams,Mixed profile,Other core player,Other core player
2010,Darko Milicic,MIN,C,Big,21.4,6.7,11.271,6.4,0.49,2.523,7.907,3.028,1.85,3,0.183,Low-winning teams,Mixed profile,Other core player,"Top steals + blocks, not top scorer"
2010,Darren Collison,NOH,PG,Guard,27.8,12.4,16.058,10.4,0.506,7.381,3.237,1.424,3.496,3,0.451,Middle-winning teams,Mixed profile,Other core player,Other core player
2010,David Andersen,HOU,C,Big,14.1,5.8,14.809,5.4,0.472,1.787,8.426,1.021,1.532,2,0.512,Middle-winning teams,Mixed profile,Other core player,Other core player
2010,David Lee,NYK,C,Big,37.3,20.2,19.496,15.5,0.545,3.475,11.292,1.448,2.22,4,0.354,Low-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,David West,NOH,PF,Big,36.4,19.0,18.791,15.1,0.508,2.967,7.418,1.582,2.077,4,0.451,Middle-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,DeAndre Jordan,LAC,C,Big,16.2,4.8,10.667,3.4,0.605,0.667,11.111,2.444,2.444,3,0.354,Low-winning teams,Mixed profile,Efficient lower-shot player,"Top steals + blocks, not top scorer"
2010,DeJuan Blair,SAS,PF,Big,18.2,7.8,15.429,6.0,0.556,1.582,12.659,2.176,2.769,5,0.61,High-winning teams,Balanced profile,Efficient lower-shot player,Other core player
2010,DeMar DeRozan,TOR,SG,Guard,21.6,8.6,14.333,6.6,0.502,1.167,4.833,1.333,1.333,0,0.488,Middle-winning teams,Narrow profile,Other core player,Other core player
2010,DeMarre Carroll,MEM,SF,Wing,11.2,2.9,9.321,3.1,0.396,1.607,6.75,1.607,0.964,2,0.488,Middle-winning teams,Mixed profile,Other core player,Other core player
2010,DeShawn Stevenson,DAL,SG,Guard,13.8,2.1,5.478,2.5,0.34,2.348,3.652,1.043,1.304,0,0.671,High-winning teams,Narrow profile,Other core player,Other core player
2010,Delonte West,CLE,SG,Guard,25.0,8.8,12.672,7.3,0.474,4.752,4.032,2.016,2.16,3,0.744,High-winning teams,Mixed profile,Other core player,Other core player
2010,Derek Fisher,LAL,PG,Guard,27.2,7.5,9.926,6.8,0.45,3.309,2.779,1.588,1.324,2,0.695,High-winning teams,Mixed profile,Other core player,Other core player
2010,Deron Williams,UTA,PG,Guard,36.9,18.7,18.244,13.9,0.515,10.244,3.902,1.463,3.22,4,0.646,High-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,Derrick Rose,CHI,PG,Guard,36.8,20.8,20.348,17.6,0.495,5.87,3.717,0.978,2.739,2,0.5,Middle-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Devean George,GSW,SF,Wing,16.9,5.4,11.503,4.6,0.549,1.491,5.325,2.343,0.639,2,0.317,Low-winning teams,Mixed profile,Efficient lower-shot player,"Top steals + blocks, not top scorer"
2010,Devin Brown,CHI,SG,Guard,21.2,8.0,13.585,7.2,0.457,2.208,4.245,1.358,2.038,1,0.5,Middle-winning teams,Narrow profile,Other core player,Other core player
2010,Devin Harris,NJN,PG,Guard,34.7,16.9,17.533,13.8,0.437,6.847,3.32,1.556,2.905,3,0.146,Low-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Dirk Nowitzki,DAL,PF,Big,37.5,25.0,24.0,18.5,0.498,2.592,7.392,1.824,1.728,3,0.671,High-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Donte Greene,SAC,SF,Wing,21.4,8.5,14.299,7.3,0.504,1.514,5.215,2.019,2.019,1,0.305,Low-winning teams,Narrow profile,Other core player,Other core player
2010,Dorell Wright,MIA,SF,Wing,20.8,7.1,12.288,5.8,0.536,2.25,5.712,1.904,1.212,4,0.573,Middle-winning teams,Balanced profile,Efficient lower-shot player,Other core player
2010,Drew Gooden,LAC,C-PF,Big,25.1,10.9,15.633,8.6,0.479,1.004,11.044,2.008,2.151,3,0.354,Low-winning teams,Mixed profile,Other core player,Other core player
2010,Dwight Howard,ORL,C,Big,34.7,18.3,18.986,10.2,0.612,1.867,13.695,3.839,3.424,4,0.72,High-winning teams,Balanced profile,Other core player,Top steals + blocks + top scorer
2010,Dwyane Wade,MIA,SG,Guard,36.3,26.6,26.38,19.6,0.5,6.446,4.76,2.876,3.273,4,0.573,Middle-winning teams,Balanced profile,Other core player,Top steals + blocks + top scorer
2010,Earl Boykins,WAS,PG,Guard,16.7,6.6,14.228,6.0,0.45,5.605,2.371,0.862,2.156,1,0.317,Low-winning teams,Narrow profile,Other core player,Other core player
2010,Earl Watson,IND,PG,Guard,29.4,7.8,9.551,6.6,0.476,6.245,3.673,1.837,2.694,2,0.39,Low-winning teams,Mixed profile,Other core player,Other core player
2010,Eddie House,NYK,PG-SG,Guard,17.9,7.0,14.078,6.7,0.467,2.615,3.218,1.408,1.408,1,0.354,Low-winning teams,Narrow profile,Other core player,Other core player
2010,Eduardo Najera,DAL,PF,Big,14.9,3.4,8.215,3.2,0.49,1.45,6.04,2.174,1.208,3,0.671,High-winning teams,Mixed profile,Other core player,Other core player
2010,Elton Brand,PHI,PF,Big,30.2,13.1,15.616,11.3,0.48,1.669,7.272,2.623,2.026,4,0.329,Low-winning teams,Balanced profile,Other core player,"Top steals + blocks, not top scorer"
2010,Emeka Okafor,NOH,C,Big,28.9,10.4,12.955,8.0,0.53,0.872,11.211,2.74,1.744,3,0.451,Middle-winning teams,Mixed profile,Other core player,"Top steals + blocks, not top scorer"
2010,Eric Gordon,LAC,SG,Guard,36.0,16.9,16.9,12.6,0.525,3.0,2.6,1.3,2.3,4,0.354,Low-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,Eric Maynor,OKC,PG,Guard,15.7,4.7,10.777,4.5,0.448,7.567,3.669,1.376,2.293,2,0.61,High-winning teams,Mixed profile,Other core player,Other core player
2010,Erick Dampier,DAL,C,Big,23.3,6.0,9.27,3.9,0.627,0.927,11.279,2.627,1.7,3,0.671,High-winning teams,Mixed profile,Efficient lower-shot player,"Top steals + blocks, not top scorer"
2010,Ersan Ilyasova,MIL,PF,Big,23.4,10.4,16.0,9.0,0.499,1.538,9.846,1.538,1.385,3,0.561,Middle-winning teams,Mixed profile,Other core player,Other core player
2010,Etan Thomas,OKC,C,Big,14.0,3.3,8.486,3.0,0.456,0.0,7.2,2.314,2.057,2,0.61,High-winning teams,Mixed profile,Other core player,"Top steals + blocks, not top scorer"
2010,Fabricio Oberto,WAS,C,Big,11.4,1.5,4.737,1.0,0.625,2.842,5.684,1.263,1.895,3,0.317,Low-winning teams,Mixed profile,Efficient lower-shot player,Other core player
2010,Francisco Garcia,SAC,SG,Guard,23.0,8.1,12.678,7.0,0.531,2.817,4.07,1.878,1.252,3,0.305,Low-winning teams,Mixed profile,Efficient lower-shot player,Other core player
2010,Garrett Temple,SAS,SG,Guard,12.4,5.0,14.516,3.7,0.5,2.323,3.194,2.032,2.903,3,0.61,High-winning teams,Mixed profile,Other core player,Other core player
2010,George Hill,SAS,PG,Guard,29.2,12.4,15.288,9.5,0.529,3.575,3.205,1.479,1.603,4,0.61,High-winning teams,Balanced profile,Other core player,Other core player
2010,Gerald Wallace,CHA,SF,Wing,41.0,18.2,15.98,12.4,0.511,1.844,8.78,2.283,2.02,4,0.537,Middle-winning teams,Balanced profile,Other core player,"Top scorer, not top steals + blocks"
2010,Gilbert Arenas,WAS,PG,Guard,36.5,22.6,22.29,19.3,0.462,7.101,4.142,1.578,3.649,3,0.317,Low-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Glen Davis,BOS,PF,Big,17.3,6.3,13.11,5.2,0.437,1.249,7.908,1.457,2.081,2,0.61,High-winning teams,Mixed profile,Other core player,Other core player
2010,Goran Dragic,PHO,PG,Guard,18.0,7.9,15.8,6.1,0.527,6.0,4.2,1.4,3.2,4,0.659,High-winning teams,Balanced profile,Efficient lower-shot player,Other core player
2010,Grant Hill,PHO,SF,Wing,30.0,11.3,13.56,8.7,0.503,2.88,6.6,1.32,1.56,2,0.659,High-winning teams,Mixed profile,Other core player,Other core player
2010,Greg Oden,POR,C,Big,23.9,11.1,16.72,7.2,0.605,1.356,12.803,4.067,2.862,4,0.61,High-winning teams,Balanced profile,Efficient lower-shot player,"Top steals + blocks, not top scorer"
2010,Hakim Warrick,CHI,PF,Big,20.5,9.6,16.859,7.2,0.483,1.229,7.2,0.878,1.932,2,0.5,Middle-winning teams,Mixed profile,Other core player,Other core player
2010,Hasheem Thabeet,MEM,C,Big,13.0,3.1,8.585,1.9,0.588,0.554,9.969,4.154,1.662,3,0.488,Middle-winning teams,Mixed profile,Efficient lower-shot player,"Top steals + blocks, not top scorer"
2010,Hedo Turkoglu,TOR,SF,Wing,30.7,11.3,13.251,9.1,0.49,4.808,5.394,1.29,1.993,1,0.488,Middle-winning teams,Narrow profile,Other core player,Other core player
2010,Henry Walker,NYK,SG-SF,Guard,21.9,9.4,15.452,6.6,0.625,1.808,4.11,1.315,1.315,3,0.354,Low-winning teams,Mixed profile,Efficient lower-shot player,Other core player
2010,Hilton Armstrong,SAC,PF-C,Big,10.2,2.2,7.765,2.4,0.354,2.118,8.824,3.176,2.471,3,0.305,Low-winning teams,Mixed profile,Other core player,"Top steals + blocks, not top scorer"
2010,Ime Udoka,SAC,SG,Guard,13.7,3.6,9.46,3.5,0.432,2.102,7.358,1.577,1.577,2,0.305,Low-winning teams,Mixed profile,Other core player,Other core player
2010,J.J. Barea,DAL,PG,Guard,19.8,7.6,13.818,6.8,0.493,6.0,3.455,0.909,2.364,1,0.671,High-winning teams,Narrow profile,Other core player,Other core player
2010,JaVale McGee,WAS,C,Big,16.1,6.4,14.311,5.1,0.508,0.447,9.168,4.472,2.012,2,0.317,Low-winning teams,Mixed profile,Other core player,"Top steals + blocks, not top scorer"
2010,Jamaal Magloire,MIA,C,Big,10.0,2.1,7.56,1.6,0.5,0.0,12.24,2.16,1.8,3,0.573,Middle-winning teams,Mixed profile,Other core player,Other core player
2010,Jamaal Tinsley,MEM,PG,Guard,15.5,3.5,8.129,3.7,0.396,6.503,3.948,2.323,3.948,2,0.488,Middle-winning teams,Mixed profile,Other core player,"Top steals + blocks, not top scorer"
2010,Jamal Crawford,ATL,SG,Guard,31.1,18.0,20.836,14.0,0.523,3.473,2.894,1.158,1.968,3,0.646,High-winning teams,Mixed profile,Other core player,"Top scorer, not top steals + blocks"
2010,Jamario Moon,CLE,SF,Wing,17.2,4.9,10.256,4.0,0.526,1.674,6.488,2.302,0.837,4,0.744,High-winning teams,Balanced profile,Efficient lower-shot player,"Top steals + blocks, not top scorer"
2010,Jameer Nelson,ORL,PG,Guard,28.6,12.6,15.86,10.9,0.51,6.797,3.776,0.881,2.643,2,0.72,High-winning teams,Mixed profile,Other core player,Other core player
2010,James Harden,OKC,SG,Guard,22.9,9.9,15.563,7.6,0.484,2.83,5.031,2.201,2.201,3,0.61,High-winning teams,Mixed profile,Other core player,Other core player
2010,James Johnson,CHI,PF,Big,11.6,3.9,12.103,3.2,0.488,2.172,6.207,3.103,3.103,2,0.5,Middle-winning teams,Mixed profile,Other core player,"Top steals + blocks, not top scorer"
2010,James Jones,MIA,SF,Wing,14.0,4.1,10.543,3.3,0.517,1.286,3.343,1.029,0.771,1,0.573,Middle-winning teams,Narrow profile,Efficient lower-shot player,Other core player
2010,James Posey,NOH,SF,Wing,22.5,5.2,8.32,4.5,0.483,2.4,6.88,1.12,1.12,1,0.451,Middle-winning teams,Narrow profile,Other core player,Other core player
2010,James Singleton,WAS,PF-SF,Wing,17.1,4.5,9.474,4.5,0.396,1.053,10.105,2.737,1.895,2,0.317,Low-winning teams,Mixed profile,Other core player,"Top steals + blocks, not top scorer"
2010,Jannero Pargo,CHI,PG,Guard,13.2,5.5,15.0,6.0,0.396,3.818,3.273,1.364,2.182,3,0.5,Middle-winning teams,Mixed profile,Other core player,Other core player
2010,Jared Dudley,PHO,SF,Wing,24.3,8.2,12.148,6.0,0.582,2.074,5.037,1.778,1.185,2,0.659,High-winning teams,Mixed profile,Efficient lower-shot player,Other core player
2010,Jared Jeffries,HOU,PF-SF,Wing,25.6,5.3,7.453,4.5,0.473,1.969,5.766,2.672,1.547,3,0.512,Middle-winning teams,Mixed profile,Other core player,"Top steals + blocks, not top scorer"
2010,Jarrett Jack,TOR,PG,Guard,27.4,11.4,14.978,8.2,0.542,6.569,3.547,1.051,2.628,3,0.488,Middle-winning teams,Mixed profile,Other core player,Other core player
2010,Jarvis Hayes,NJN,SF,Wing,23.0,7.8,12.209,7.3,0.512,1.409,3.757,1.252,0.939,0,0.146,Low-winning teams,Narrow profile,Other core player,Other core player
2010,Jason Kapono,PHI,SF,Wing,17.1,5.7,12.0,5.3,0.523,1.474,2.526,1.053,1.263,1,0.329,Low-winning teams,Narrow profile,Efficient lower-shot player,Other core player
2010,Jason Kidd,DAL,PG,Guard,36.0,10.3,10.3,8.4,0.554,9.1,5.6,2.2,2.4,3,0.671,High-winning teams,Mixed profile,Other core player,Other core player
